snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-365-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,reserved-quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-365-plus-days,estimated-ais-365-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply
2024-06-21,HF-CI1F-D0WW,X0F613TOL7,B0J50QF5YN,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Unique Argyle Designs | Classic Size (US Mens Shoe 7-11)",New,27,0,24,0,3,0,0,USD,1.0,3.0,11.0,17.0,Low traffic,47.27,0.0,45.33,0.0,Advertise listing,,0.0,0.0,0.0,2.51,1.01,0.078493,cubic feet,Apparel,2.119311,US,gl_apparel,322062.0,172,0,36.0,20.0,46.07,28.48,120.57,494.9,766.53,24,0,0,3,0,1.52,0,0,0,0,,0,0,,,,,,,,,,,,,,,162.0,13.0,Healthy,,,2024-06-24,Yes,No,162.0,100.4
2024-06-21,GO-OIIQ-SYB2,X05FCXKTWP,B0GOAXVSOL,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Beige, Brown, Blue and Pink Colors | Classic Size (US Mens Shoe 7-11)",New,49,0,55,0,0,0,0,USD,2.0,8.0,11.0,14.0,Low traffic,94.0,0.0,98.75,0.0,Advertise listing,,44.62,2.0,0.0,3294.87,0.73,0.163263,cubic feet,Apparel,7.999887,US,gl_apparel,584067.0,366,0,24.0,45.0,87.49,182.2,705.99,926.74,1267.53,55,0,0,0,0,13.85,0,0,0,0,,5,1,,,,,,,,,,,,,,,176.2,6.0,Healthy,,,2024-06-24,Yes,No,176.2,131.6
2024-06-21,FI-Q62Z-G12B,X0DS6QFE8Y,B046NFQ3O8,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | Blue, Navy Blue, Sky Blue | Classic Size (US Mens Shoe 7-11)",New,15,0,16,0,0,0,0,USD,1.0,7.0,22.0,45.0,Low traffic,41.42,0.0,42.65,0.0,Advertise listing,,,,,,2.23,0.098939,cubic feet,Other,1.484085,US,gl_apparel,,366,0,51.0,26.0,43.24,46.02,316.15,817.7,1376.2,16,0,0,0,0,,75,0,0,75,,0,0,,,,,,,,,,,,,,,154.0,14.0,Healthy,,,2024-06-24,Yes,No,154.0,82.3
2024-06-21,QO-XJ32-CPNM,X0LS5PH3VR,B0YTY6X113,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Sea Themed Designs | Classic Size (US Mens Shoe 7-11)",New,22,0,23,0,0,0,0,USD,1.0,4.0,7.0,7.0,Low traffic,96.86,0.0,100.33,0.0,Advertise listing,,0.0,0.0,0.0,3423.91,0.35,0.163263,cubic feet,Apparel,3.591786,US,gl_apparel,647319.0,239,0,22.0,40.0,87.49,95.49,384.04,623.24,610.21,0,2,21,0,0,12.86,0,0,0,0,,0,0,,,,,,,,,,,,,,,176.2,,,,,2024-06-24,Yes,No,176.2,131.6
2024-06-22,TV-N67F-RNKG,X0GXTJ9RWV,B0TKVWHP67,"SockBrand Crew Socks for Men (9 Pairs) | 100% Cotton Socks for Men, Short Socks for Men, Mid Calf Socks in Patterns, Argyles and Solids | Classic Size (US Mens Shoe 7-11)",New,6,0,14,0,4,0,0,USD,0.0,2.0,4.0,7.0,Low traffic,84.06,0.0,68.52,0.0,Advertise listing,,0.0,0.0,0.0,1022.11,0.62,0.174011,cubic feet,Apparel,1.044066,US,gl_apparel,267704.0,366,18,12.0,11.0,67.68,0.0,129.37,235.45,492.42,14,0,0,4,0,2.14,0,0,0,0,,12,0,,,,,,,,,,,,,,,302.2,2.0,Excess,,,2024-06-24,Yes,No,302.2,279.3
2024-06-21,UT-F1EA-4KPV,X0FB5MQHV0,B0ZMSNWQFX,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue Sea Themed Designs | Big and Tall Size (US Mens 12-16)",New,21,0,22,0,0,0,0,USD,0.0,3.0,8.0,8.0,Low traffic,97.14,0.0,107.67,0.0,Advertise listing,,0.0,0.0,0.0,2529.1,0.43,0.176666,cubic feet,Apparel,3.709986,US,gl_apparel,554122.0,358,0,28.0,34.0,95.94,0.0,317.27,821.66,798.99,0,0,22,0,0,6.79,0,0,0,0,,0,0,,,,,,,,,,,,,,,176.2,,,,,2024-06-24,Yes,No,176.2,131.6
2024-06-22,EK-E0NE-DHNN,X0NQHVL25A,B0SSPFOZG3,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Yellow, Pink and Burgundy Polka Dots | Classic Size (US Mens Shoe 7-11)",New,17,0,0,0,17,0,0,USD,0.0,2.0,3.0,3.0,Low traffic,47.16,0.0,44.73,0.0,Create Outlet deal,,23.16,2.0,0.0,1047.9,0.16,0.031257,cubic feet,Apparel,0.531369,US,gl_apparel,418879.0,366,17,34.0,73.0,41.99,0.0,78.94,123.22,111.76,0,0,0,17,0,1.01,0,0,0,0,,0,0,,,,,,,,,,,,,,,188.2,3.0,Excess,,,2024-06-24,Yes,No,127.4,188.2
2024-06-21,GO-RJPG-ZV1F,X0VMJIKDEB,B0NO6ZGBHN,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Grey, Green and Yellow Stripes | Classic Size (US Mens Shoe 7-11)",New,14,0,14,0,0,0,0,USD,1.0,7.0,30.0,38.0,Low traffic,43.51,0.0,46.75,0.0,SendToFBA,,0.0,0.0,0.0,0.0,1.88,0.070027,cubic feet,Apparel,0.980378,US,gl_apparel,326800.0,107,0,8.0,4.0,43.48,44.12,289.29,1083.9,1389.43,14,0,0,0,0,0.71,0,0,0,0,,0,0,,,,,,,,,,,,,,,162.0,14.0,Healthy,3.0,2024-07-03,2024-06-24,Yes,No,162.0,100.4
2024-06-21,RT-ZE0I-IMR5,X0L7M4GZ8H,B0DARN70IP,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Elegant Striped Patterns | Classic Size (US Mens Shoe 7-11)",New,23,0,24,0,0,0,0,USD,0.0,2.0,4.0,14.0,Low traffic,94.15,0.0,97.67,0.0,Advertise listing,,0.0,0.0,0.0,2.61,0.88,0.168774,cubic feet,Other,3.881802,US,gl_apparel,629207.0,146,0,46.0,21.0,92.8,0.0,193.73,379.84,1289.41,0,24,0,0,0,2.79,0,0,0,0,,1,0,,,,,,,,,,,,,,,101.2,6.0,Healthy,,,2024-06-24,Yes,No,101.2,75.6
2024-06-21,HC-1AG4-FYX2,X0V0ABPJNT,B0BD7I9H0O,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Turtle, Fish, and Anchor Designs | Classic Size (US Mens Shoe 7-11)",New,1,0,1,0,0,0,0,USD,1.0,1.0,5.0,5.0,Low traffic,42.96,0.0,42.92,0.0,SendToFBA,,0.0,0.0,0.0,31.53,2.86,0.031257,cubic feet,Apparel,0.031257,US,gl_apparel,284664.0,22,0,4.0,2.0,44.03,48.39,45.32,225.8,242.16,1,0,0,0,0,0.02,0,0,0,0,,0,0,,,,,,,,,,,,,,,135.0,1.0,Healthy,4.0,2024-07-01,2024-06-24,Yes,No,90.5,135.0
2024-06-21,NC-75OJ-4MS7,X02I4JY6D8,B0RYYAHU8Y,SockBrand Over the Calf Socks for Men (9 pairs) | Colorful Funky Dress Socks | Cotton made over the calf dress socks | Double Comfort Elastic Socks | Fashion Pattern Casual Dress Socks,New,22,0,22,0,0,0,0,USD,1.0,5.0,14.0,14.0,Low traffic,83.93,0.0,95.94,0.0,Advertise listing,,46.58,2.0,0.0,4393.4,0.98,0.17913,cubic feet,Other,3.94086,US,gl_apparel,629819.0,280,0,17.0,20.0,88.18,110.25,460.63,1222.96,1238.93,0,22,0,0,0,14.63,0,0,0,0,,0,0,,,,,,,,,,,,,,,151.8,4.0,Healthy,,,2024-06-24,Yes,No,151.8,119.8
2024-06-21,KP-8UGW-JXYZ,X0ACVV7XGT,B0RKWLRTZ9,"SockBrand Over the Calf Mens Dress Socks (3 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men | All Black Socks for Men | Classic Size (US Mens Shoe 7-11)",New,14,0,6,1,8,0,0,USD,3.0,13.0,38.0,59.0,Low traffic,44.75,0.0,47.04,0.0,Advertise listing,,0.0,0.0,0.0,0.0,1.55,0.066836,cubic feet,Apparel,0.935704,US,gl_apparel,424549.0,76,0,4.0,3.0,44.76,145.45,597.74,1385.24,1890.16,6,0,0,8,0,0.64,0,0,0,0,,1,0,,,,,,,,,,,,,,,154.0,,,,,2024-06-24,Yes,No,154.0,82.3
2024-06-22,PQ-Q0TS-XGKJ,X083ZIPUEO,B0VAGQAT1P,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Travel Themed Designs | Classic Size (US Mens Shoe 7-11)",New,25,0,25,0,0,0,0,USD,0.0,1.0,4.0,4.0,Low traffic,92.33,0.0,97.53,0.0,Advertise listing,,45.61,2.0,0.0,2214.33,0.24,0.182183,cubic feet,Apparel,4.554575,US,gl_apparel,616397.0,366,0,100.0,81.0,95.26,0.0,69.35,354.99,312.99,0,0,25,0,0,3.13,0,0,0,0,,0,0,,,,,,,,,,,,,,,151.8,4.0,Healthy,,,2024-06-24,Yes,No,151.8,119.8
2024-06-21,FS-AX92-SUFF,X0QN1JR8VS,B03ZF4L1SZ,"SockBrand Crew Socks for Men (9 Pairs) | 100% Cotton Socks for Men, Short Socks for Men, Mid Calf Socks in Black, Blue, and Brown Shades | Big and Tall Size (US Mens Shoe 12-16)",New,22,0,0,0,0,22,0,USD,0.0,2.0,5.0,5.0,Low traffic,60.32,0.0,79.91,0.0,Advertise listing,,0.0,0.0,0.0,1133.44,0.2,0.126243,cubic feet,Apparel,2.777346,US,gl_apparel,281821.0,999,22,44.0,57.0,83.85,0.0,151.02,320.25,343.37,0,0,0,22,0,17.54,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.5,0.0,0.0,302.2,3.0,Excess,,,2024-06-24,Yes,No,302.2,279.3
2024-06-18,NU-2NHN-HM45,X00ZTNU7PX,B0C2UKULMK,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Blue, Purple, and Gray Designs | Big and Tall Size (US Mens 12-16)",New,21,0,28,0,0,0,0,USD,0.0,6.0,8.0,12.0,Low traffic,100.37,0.0,103.53,0.0,Create Outlet deal,,47.29,2.0,0.0,2457.68,0.98,0.163239,cubic feet,Apparel,3.428019,US,gl_apparel,608689.0,304,27,14.0,22.0,97.19,0.0,613.82,748.94,1112.97,28,0,0,0,0,3.49,0,0,0,0,,7,0,,,,,,,,,,,,,,,151.8,,Excess,,,2024-06-24,Yes,No,151.8,119.8
2024-06-21,YB-U3W7-OFVO,X0JSKKHGDB,B0T3A525DR,"SockBrand Over the Calf Mens Dress Socks (9 Pairs) | Cotton Made, Long Socks, Wide Socks | Light Compression Socks for Men in Formal Stripes and Solid Colors | Big and Tall Size (US Mens 12-16)",,0,0,20,0,0,0,0,USD,0.0,0.0,3.0,9.0,Low traffic,,,98.12,-1.0,Edit listing,,,,,,1.2,0.33996,cubic feet,Apparel,0.0,US,gl_apparel,,258,0,,0.0,103.34,0.0,0.0,279.56,956.44,20,0,0,0,0,,0,0,0,0,,20,0,,,,,,,,,,,,,,,101.2,8.0,Healthy,,,2024-06-24,Yes,No,101.2,75.6
2024-06-21,MK-GP19-UXCI,X08YGQ4EGD,B0P9ESTRRR,SockBrand Over the Calf Socks for Men (9 pairs) | Cotton Over the Calf Dress Socks | Long Socks Stays up12+ hr| Double Comfort Elastic Casual Socks | Multi Fashion Pattern Socks | Size 7-11 |12-16,,16,0,30,0,0,0,0,USD,0.0,0.0,0.0,0.0,Low traffic,,,116.04,-1.0,Edit listing,,,,,,0.0,0.163263,cubic feet,Apparel,2.612208,US,gl_apparel,,366,0,,,90.68,0.0,0.0,0.0,0.0,30,0,0,0,0,,30,0,30,0,,14,0,,,,,,,,,,,,,,,101.2,1.0,Healthy,,,2024-06-24,Yes,No,101.2,75.6
